cpu_percent,read_count,write_count
5.5,476303,469425
2.0,476303,469425
1.0,476303,469425
6.0,476303,469428
2.0,476303,469428
4.5,476303,469428
5.0,476303,469428
1.0,476303,469428
3.4,476303,469428
5.5,476303,469428
2.5,476303,469428
2.0,476303,469428
29.5,476303,469428
34.1,476303,469428
19.2,476303,469430
36.7,476303,469430
31.9,476303,469430
38.0,476305,469430
34.1,476305,469430
36.0,476305,469430
34.6,476305,469436
39.4,476305,469436
41.8,476305,469437
26.4,476305,469438
26.4,476305,469438
35.9,476305,469438
26.0,476305,469438
26.5,476305,469438
30.5,476305,469438
25.3,476305,469438
27.9,476305,469441
31.3,476305,469441
26.1,476305,469441
25.6,476305,469486
31.7,476305,469486
25.5,476305,469487
27.0,476305,469487
30.7,476305,469487
26.4,476305,469487
26.0,476305,469487
30.5,476305,469487
35.7,476305,469490
27.6,476305,469490
29.0,476305,469490
28.4,476305,469490
26.0,476305,469490
27.6,476305,469490
28.5,476305,469490
26.5,476305,469490
26.3,476305,469490
29.1,476305,469490
25.3,476305,469493
27.0,476305,469493
30.8,476305,469493
29.4,476305,469493
25.6,476305,469493
31.8,476305,469493
27.4,476305,469493
28.1,476305,469493
31.2,476305,469493
26.5,476305,469493
25.6,476305,469493
31.3,476305,469496
25.5,476305,469496
27.4,476305,469496
32.5,476305,469496
27.4,476305,469496
25.5,476305,469496
42.5,476305,469496
27.9,476305,469496
26.9,476305,469496
40.7,476305,469496
34.3,476305,469498
36.3,476305,469498
39.4,476305,469498
31.7,476305,469498
33.3,476305,469498
34.0,476305,469498
36.4,476305,469498
31.1,476305,469498
32.4,476305,469498
35.0,476305,469498
28.4,476305,469498
39.4,476305,469502
33.2,476305,469504
28.9,476305,469504
26.4,476305,469504
28.5,476305,469504
28.4,476305,469504
34.7,476305,469504
38.2,476305,469504
31.7,476305,469504
29.6,476305,469504
38.0,476305,469507
47.2,476305,469507
29.6,476305,469509
34.5,476305,469509
34.3,476305,469509
32.2,476305,469509
34.4,476305,469509
34.1,476305,469509
37.4,476305,469509
30.5,476305,469509
33.8,476305,469509
42.3,476305,469512
42.2,476305,469568
38.0,476305,469568
31.8,476305,469568
38.3,476308,469568
44.3,476325,469568
74.0,476336,469568
78.1,476340,469572
64.0,476354,469584
44.4,476381,469592
65.2,476408,469596
67.9,476450,469597
66.8,476472,469597
64.1,476472,469597
47.3,476472,469597
36.6,476472,469597
48.7,476475,469606
32.0,476475,469662
34.7,476476,469662
35.1,476481,469676
29.5,476481,469687
30.2,476481,469707
33.0,476481,469707
33.0,476481,469708
28.2,476481,469708
32.0,476481,469708
31.3,476481,469708
26.6,476481,469708
30.7,476481,469708
31.5,476481,469708
26.0,476481,469708
28.0,476481,469712
34.8,476481,469713
28.8,476481,469713
27.4,476481,469713
43.2,476481,469713
30.2,476481,469713
30.0,476481,469724
33.2,476481,469724
33.5,476481,469724
30.2,476481,469724
31.5,476481,469726
31.2,476481,470000
28.8,476481,470001
39.9,476481,470001
39.5,476481,470001
32.2,476481,470001
30.3,476481,470001
34.5,476481,470004
25.6,476481,470004
26.9,476481,470004
31.2,476481,470004
26.9,476481,470036
26.6,476481,470036
31.2,476481,470036
28.9,476481,470036
25.9,476481,470036
73.5,476481,470040
89.1,476481,470040
87.7,476481,470040
88.6,476481,470040
91.0,476481,470040
90.4,476481,470040
87.9,476481,470040
87.8,476481,470040
88.9,476481,470040
86.8,476481,470040
87.4,476481,470042
88.0,476481,470046
88.2,476481,470046
87.9,476481,470046
89.1,476481,470046
85.9,476481,470046
88.3,476481,470046
87.5,476481,470046
86.7,476481,470046
87.4,476481,470046
88.6,476481,470046
90.7,476481,470051
87.4,476481,470051
89.2,476481,470051
88.1,476481,470051
88.9,476481,470051
88.5,476481,470051
86.9,476481,470051
88.9,476481,470051
87.2,476481,470051
81.9,476481,470051
31.3,476481,470062
27.4,476481,470062
28.4,476481,470062
31.0,476481,470062
27.4,476481,470062
26.4,476481,470062
30.0,476481,470062
28.3,476481,470062
26.9,476481,470062
28.5,476481,470063
28.8,476481,470066
26.2,476481,470066
39.2,476481,470066
29.0,476481,470066
26.5,476481,470067
28.5,476481,470067
29.1,476481,470068
27.4,476481,470068
28.0,476481,470068
28.5,476481,470068
26.5,476481,470068
27.9,476481,470071
30.5,476481,470071
26.0,476481,470071
26.4,476481,470071
30.5,476481,470071
25.6,476481,470139
28.6,476481,470139
32.2,476481,470139
36.9,476481,470139
32.3,476481,470179
33.7,476481,470181
26.1,476481,470181
46.5,476482,470181
60.5,476482,470181
49.0,476482,470181
28.0,476482,470182
26.8,476482,470182
31.3,476482,470182
25.5,476482,470182
37.1,476482,470182
56.6,476482,470182
40.6,476482,470185
25.5,476482,470185
29.4,476482,470185
29.5,476482,470185
26.8,476482,470189
28.3,476482,470189
26.3,476482,470189
28.9,476482,470189
29.4,476482,470189
30.5,476482,470189
28.0,476482,470192
27.9,476482,470192
29.0,476482,470192
30.0,476482,470192
27.5,476482,470234
30.1,476482,470234
30.8,476482,470234
40.3,476482,470234
28.2,476482,470234
36.5,476482,470234
26.5,476482,470234
22.4,476482,470237
5.5,476482,470237
13.4,476482,470237
9.0,476482,470237
10.1,476482,470237
7.5,476482,470237
8.0,476482,470237
9.9,476482,470237
12.6,476482,470237
10.6,476482,470237
9.1,476482,470250
9.4,476482,470251
6.1,476482,470252
11.9,476482,470252
5.1,476482,470252
8.4,476482,470252
11.3,476482,470252
12.3,476482,470252
10.0,476482,470252
12.6,476482,470252
8.5,476482,470252
11.0,476482,470254
19.3,476482,470254
12.0,476482,470254
11.1,476482,470254
8.0,476482,470254
10.1,476482,470254
5.1,476482,470279
7.5,476482,470279
4.5,476482,470279
4.0,476482,470279
2.5,476482,470281
6.5,476482,470281
1.5,476482,470281
2.5,476482,470281
5.0,476482,470281
6.5,476482,470281
1.5,476482,470281
9.6,476482,470281
7.0,476482,470281
26.1,476482,470281
32.3,476482,470285
33.0,476482,470287
36.9,476482,470287
34.7,476482,470288
40.5,476482,470288
36.4,476482,470288
49.7,476484,470288
37.3,476484,470288
31.2,476484,470288
27.3,476484,470288
28.4,476484,470288
30.5,476484,470291
49.0,476487,470291
31.2,476487,470291
26.8,476487,470291
31.7,476487,470291
30.5,476487,470291
31.3,476487,470291
29.5,476487,470291
31.7,476487,470291
38.0,476487,470312
50.0,476487,470327
31.6,476487,470333
35.4,476487,470333
36.2,476487,470333
32.2,476487,470351
37.6,476487,470351
51.0,476487,470369
33.3,476487,470369
34.5,476488,470369
32.7,476488,470369
28.3,476488,470369
28.4,476488,470369
33.5,476488,470371
27.0,476488,470371
29.1,476488,470371
33.0,476489,470371
27.9,476489,470371
26.4,476489,470374
31.5,476489,470374
25.1,476489,470374
33.2,476489,470374
37.8,476489,470374
37.2,476489,470374
30.6,476489,470374
29.1,476489,470374
34.2,476489,470374
39.1,476489,470374
34.0,476489,470377
34.3,476489,470377
37.4,476489,470377
26.6,476489,470377
31.3,476489,470377
25.5,476489,470377
29.1,476489,470377
32.5,476489,470377
28.1,476489,470377
27.2,476489,470377
32.7,476489,470377
39.5,476489,470380
28.2,476489,470380
30.7,476489,470380
28.5,476489,470437
25.9,476489,470437
32.5,476489,470437
28.9,476489,470437
28.8,476489,470437
33.8,476489,470437
30.9,476489,470437
28.9,476489,470440
31.7,476489,470440
28.5,476489,470440
27.6,476489,470443
31.2,476489,470443
28.0,476489,470444
27.6,476489,470444
27.6,476489,470444
35.0,476489,470444
28.8,476489,470444
27.9,476489,470444
29.1,476489,470446
28.5,476489,470446
26.6,476489,470472
30.2,476489,470472
39.8,476489,470474
28.0,476489,470487
33.2,476489,470487
29.5,476489,470487
26.1,476489,470487
37.3,476489,470490
31.8,476489,470490
30.8,476489,470490
30.8,476489,470490
26.8,476489,470490
29.4,476489,470494
30.5,476489,470494
28.5,476489,470494
29.0,476489,470494
30.3,476489,470498
27.5,476489,470498
27.8,476489,470498
29.8,476489,470498
33.7,476492,470498
29.0,476492,470498
29.9,476492,470498
46.8,476492,470498
36.6,476492,470498
34.0,476492,470498
27.4,476492,470498
27.4,476492,470501
30.5,476492,470501
26.5,476492,470501
0.0,476536,471896
90.6,476538,471896
43.7,476538,471896
30.0,476538,472005
27.3,476538,472005
30.5,476538,472008
28.0,476538,472008
25.3,476538,472009
30.3,476538,472009
27.3,476538,472009
26.6,476538,472009
28.1,476538,472009
33.8,476538,472009
28.4,476538,472009
30.6,476538,472009
43.9,476538,472011
27.5,476538,472011
31.3,476538,472014
46.9,476538,472014
34.9,476538,472015
27.6,476538,472015
34.8,476538,472015
29.7,476538,472015
30.2,476538,472015
35.1,476538,472015
31.6,476538,472015
28.6,476538,472017
30.6,476538,472023
37.8,476538,472023
43.1,476538,472027
48.0,476538,472044
53.6,476538,472044
39.6,476538,472044
35.1,476538,472044
37.7,476538,472044
45.0,476538,472044
38.5,476538,472044
34.8,476538,472116
28.3,476538,472122
33.7,476538,472122
30.3,476538,472122
30.7,476538,472125
34.2,476538,472125
28.9,476538,472125
26.4,476538,472125
31.7,476538,472125
30.7,476538,472125
54.2,476538,472125
53.8,476538,472164
59.8,476538,472164
37.9,476538,472164
36.5,476538,472167
54.0,476538,472167
48.0,476538,472167
40.6,476538,472167
43.7,476538,472167
38.8,476538,472167
36.3,476538,472168
54.3,476538,472174
50.2,476538,472174
45.5,476538,472174
56.2,476538,472175
47.3,476538,472176
48.5,476538,472176
45.5,476538,472176
48.0,476538,472176
40.7,476538,472176
45.3,476538,472176
48.3,476538,472177
37.4,476538,472177
48.0,476538,472178
41.8,476538,472178
45.2,476538,472181
48.5,476538,472181
50.0,476538,472181
49.5,476538,472181
43.7,476538,472181
50.7,476538,472181
51.3,476538,472182
40.3,476538,472182
58.4,476538,472182
32.8,476538,472182
15.1,476538,472185
25.3,476538,472185
21.2,476538,472185
15.2,476538,472185
16.8,476538,472185
11.5,476538,472189
13.6,476538,472191
20.5,476538,472191
21.2,476538,472191
26.9,476538,472203
28.9,476538,472203
16.9,476538,472203
20.0,476538,472203
25.6,476539,472203
13.9,476539,472203
6.9,476539,472203
28.6,476539,472203
22.7,476539,472286
24.6,476539,472286
35.3,476539,472288
36.9,476539,472295
21.7,476539,472295
26.3,476539,472295
19.4,476539,472295
21.1,476539,472295
29.1,476539,472295
21.6,476539,472295
28.9,476539,472295
23.2,476539,472295
25.3,476539,472295
18.7,476539,472297
31.1,476539,472297
15.7,476539,472297
23.6,476539,472297
29.6,476539,472297
22.4,476539,472297
2.5,476539,472297
1.0,476539,472297
6.5,476539,472297
2.5,476539,472297
1.0,476539,472297
5.6,476539,472299
13.2,476539,472299
25.3,476539,472299
42.5,476539,472299
41.4,476539,472299
25.1,476539,472299
28.0,476539,472299
34.5,476539,472299
7.4,476539,472301
12.1,476539,472301
8.7,476539,472303
2.5,476539,472303
3.0,476539,472304
26.9,476539,472304
33.5,476539,472304
27.2,476539,472304
35.8,476539,472304
24.8,476539,472304
28.9,476539,472304
21.2,476539,472326
9.6,476539,472326
15.3,476539,472326
14.2,476539,472330
17.9,476539,472330
2.0,476539,472330
15.4,476539,472330
24.0,476539,472330
6.6,476539,472330
11.4,476539,472330
7.5,476539,472330
2.5,476539,472330
23.0,476539,472330
30.0,476539,472330
39.1,476539,472335
46.4,476539,472335
61.6,476539,472335
34.8,476539,472335
19.1,476539,472335
26.3,476539,472335
29.1,476539,472392
41.5,476539,472392
40.0,476539,472392
25.3,476539,472410
28.8,476541,472410
25.3,476541,472449
14.8,476541,472449
32.6,476542,472449
14.4,476542,472449
19.8,476542,472449
36.6,476542,472449
33.7,476543,472449
29.2,476543,472449
32.3,476543,472451
31.5,476543,472451
30.3,476543,472451
27.8,476543,472451
29.1,476543,472451
33.7,476543,472451
25.6,476543,472451
37.0,476543,472452
35.2,476543,472452
28.3,476543,472452
26.5,476543,472454
44.2,476543,472455
29.5,476543,472455
29.5,476543,472456
34.7,476543,472456
32.2,476543,472456
31.0,476543,472456
31.7,476543,472456
29.8,476543,472457
29.4,476543,472457
32.2,476543,472457
30.5,476543,472460
28.0,476543,472460
32.2,476543,472460
29.3,476543,472460
28.6,476543,472460
32.7,476543,472460
26.4,476543,472460
35.4,476543,472462
47.7,476543,472462
42.3,476543,472462
62.6,476543,472465
37.6,476543,472465
39.4,476543,472465
46.2,476543,472465
41.2,476543,472465
38.5,476543,472465
27.8,476543,472465
28.8,476543,472466
41.3,476543,472466
35.1,476543,472466
40.7,476543,472481
41.1,476543,472481
39.1,476543,472482
54.7,476543,472482
57.0,476543,472482
55.0,476543,472482
59.4,476543,472482
55.0,476543,472485
45.8,476543,472485
48.2,476543,472485
48.2,476543,472485
37.7,476543,472488
37.4,476543,472489
41.4,476543,472489
35.6,476543,472489
30.2,476543,472489
38.8,476543,472489
29.4,476543,472554
33.0,476543,472554
45.2,476543,472554
40.0,476543,472554
48.0,476543,472557
50.5,476543,472557
46.3,476543,472557
37.0,476543,472557
48.0,476543,472557
50.3,476543,472557
44.4,476543,472557
35.2,476543,472558
40.3,476543,472558
43.8,476543,472558
41.9,476543,472558
55.2,476543,472562
47.7,476543,472562
32.8,476543,472562
31.7,476543,472562
51.7,476543,472562
42.6,476543,472562
55.5,476543,472564
42.1,476543,472564
37.7,476543,472564
50.0,476543,472564
51.0,476543,472567
42.5,476543,472567
48.2,476543,472567
44.1,476543,472567
31.0,476543,472567
48.2,476543,472567
42.1,476543,472604
41.7,476543,472604
44.6,476543,472604
47.0,476543,472604
52.8,476543,472604
60.9,476543,472608
52.3,476543,472608
45.3,476543,472608
37.2,476543,472608
46.8,476543,472608
41.0,476543,472609
51.0,476543,472609
54.0,476543,472609
38.5,476543,472609
40.0,476543,472609
32.8,476543,472612
41.7,476543,472612
27.9,476543,472612
50.5,476543,472612
47.7,476543,472612
46.8,476543,472612
52.5,476543,472612
31.8,476543,472617
41.7,476543,472617
45.7,476543,472617
48.0,476543,472617
48.2,476543,472617
55.2,476543,472617
46.3,476543,472617
46.7,476543,472617
43.5,476543,472617
46.0,476545,472686
47.0,476545,472686
47.2,476545,472688
47.5,476545,472688
29.9,476545,472688
31.3,476545,472688
52.5,476545,472688
44.3,476545,472688
39.8,476545,472688
57.0,476545,472688
57.5,476545,472688
30.0,476545,472688
30.2,476545,472691
29.4,476545,472691
28.0,476545,472691
40.0,476545,472691
25.3,476545,472691
28.9,476545,472691
29.0,476545,472691
26.9,476545,472691
30.3,476545,472693
29.6,476545,472693
25.5,476545,472693
28.4,476545,472696
31.8,476545,472696
25.1,476545,472696
26.9,476545,472696
30.7,476545,472696
26.1,476545,472696
25.9,476545,472696
29.9,476545,472696
27.1,476545,472696
26.9,476545,472696
29.4,476545,472699
35.0,476545,472699
25.9,476545,472699
27.1,476545,472699
28.8,476545,472699
25.1,476545,472699
26.5,476545,472699
41.2,476545,472699
28.0,476545,472699
25.9,476545,472699
31.3,476545,472702
26.0,476545,472702
26.6,476545,472702
29.5,476545,472702
27.4,476545,472702
25.1,476545,472702
30.2,476545,472702
27.9,476545,472702
26.4,476545,472702
29.0,476545,472702
28.4,476545,472702
25.4,476545,472705
33.8,476545,472705
41.8,476545,472705
38.2,476545,472705
42.1,476545,472705
43.0,476545,472705
38.0,476545,472705
35.4,476545,472705
35.5,476545,472782
37.0,476545,472782
50.3,476545,472785
31.3,476545,472786
26.4,476545,472786
31.7,476545,472786
28.9,476545,472786
41.0,476545,472786
34.2,476545,472786
34.3,476545,472786
27.8,476545,472790
29.1,476545,472790
30.2,476545,472790
29.1,476545,472793
40.7,476545,472793
31.2,476545,472793
26.5,476545,472793
28.3,476545,472793
32.5,476545,472793
26.8,476545,472793
27.4,476545,472795
31.2,476545,472795
27.0,476545,472795
26.6,476545,472798
32.8,476545,472798
26.5,476545,472798
27.1,476545,472798
30.3,476545,472798
29.4,476545,472798
26.3,476545,472798
29.1,476545,472799
27.4,476545,472799
29.5,476545,472799
32.0,476545,472799
38.8,476545,472801
27.1,476545,472801
29.9,476545,472801
28.0,476545,472801
26.7,476545,472801
29.0,476545,472801
30.0,476545,472807
28.1,476545,472807
28.4,476545,472807
30.0,476545,472807
28.4,476545,472810
27.5,476545,472810
30.5,476567,472810
28.0,476567,472810
25.8,476567,472810
30.2,476567,472810
27.1,476567,472810
27.7,476567,472812
28.8,476567,472812
28.4,476567,472812
26.5,476567,472812
30.2,476567,472815
28.5,476567,472815
37.3,476567,472815
30.5,476567,472815
26.1,476567,472815
8.0,476645,472815
6.6,476645,472817
11.9,476645,472817
12.4,476645,472817
15.5,476645,472817
10.1,476645,472820
6.5,476645,472820
19.1,476645,472820
22.7,476645,472820
4.0,476645,472820
15.7,476645,472832
15.3,476645,472904
8.9,476645,472904
11.9,476645,472904
32.3,476645,472904
27.5,476645,472904
12.6,476645,472904
26.3,476645,472904
30.8,476645,472904
32.8,476645,472904
25.4,476645,472906
12.1,476645,472908
9.4,476645,472923
12.0,476645,472923
3.5,476645,472923
3.5,476645,472923
6.5,476645,472923
7.0,476645,472923
14.8,476645,472923
33.2,476645,472923
20.8,476645,472923
25.1,476645,472926
19.1,476645,472926
28.2,476645,472928
6.5,476645,472928
10.0,476645,472928
11.1,476645,472928
16.3,476645,472928
5.5,476645,472928
9.0,476645,472928
6.6,476645,472928
8.5,476645,472928
11.1,476645,472929
10.1,476645,472931
5.0,476645,472931
9.0,476645,472931
11.7,476645,472931
9.1,476645,472931
6.0,476645,472931
32.2,476645,472931
12.2,476645,472931
14.9,476645,472931
33.0,476645,472932
27.9,476645,472933
33.8,476645,472934
34.3,476645,472934
32.8,476645,472934
33.8,476645,472934
27.1,476645,472934
29.9,476645,472934
30.7,476645,472934
27.0,476645,472935
41.5,476645,472936
27.4,476645,472936
30.3,476645,472939
27.3,476645,472939
27.2,476645,472939
32.5,476645,472939
50.5,476645,472939
50.0,476645,472939
45.4,476645,472939
41.9,476645,472959
31.5,476645,472960
29.5,476645,472960
26.0,476645,472960
24.6,476645,472960
28.3,476645,472960
26.4,476645,472960
28.7,476645,472961
29.3,476645,472961
36.7,476645,472961
27.8,476645,472961
32.7,476645,472964
26.1,476645,473009
26.9,476645,473009
30.8,476645,473009
26.6,476645,473009
26.6,476645,473009
31.3,476645,473009
26.5,476645,473009
27.0,476645,473009
31.8,476645,473009
26.0,476645,473012
26.4,476645,473016
30.8,476645,473016
29.6,476645,473016
28.4,476645,473016
28.4,476645,473016
46.7,476645,473016
26.1,476645,473016
37.4,476645,473016
40.3,476645,473016
31.8,476645,473018
38.8,476645,473018
34.7,476645,473018
35.1,476645,473018
28.7,476645,473018
39.3,476645,473018
43.7,476645,473018
29.4,476645,473018
31.5,476645,473018
42.9,476657,473018
41.2,476657,473018
33.7,476657,473024
38.2,476657,473024
36.7,476657,473025
51.5,476657,473025
34.7,476657,473025
39.8,476657,473039
42.9,476657,473040
27.2,476657,473040
34.3,476657,473040
37.5,476657,473040
27.0,476657,473042
25.6,476657,473042
31.2,476657,473042
28.8,476657,473042
26.4,476657,473042
38.7,476657,473042
36.0,476677,473045
30.0,476937,473045
32.2,477101,473045
35.0,477250,473045
32.5,477437,473045
27.3,477624,473049
37.1,477802,473049
35.5,477929,473049
32.8,478067,473049
34.2,478209,473049
32.7,478330,473052
28.0,478477,473052
41.5,478641,473052
37.4,478787,473052
29.0,478929,473052
33.8,479093,473053
36.1,479264,473053
30.7,479432,473053
31.3,479642,473053
30.3,479776,473053
47.5,480040,473053
32.3,480265,473056
30.7,480462,473056
28.8,480700,473056
53.5,480987,473056
56.2,481354,473115
71.4,481529,473115
73.4,481533,473129
32.6,481533,473129
43.8,481535,473129
55.4,481535,473129
46.2,481535,473129
47.0,481535,473129
49.0,481535,473129
37.6,481535,473129
40.6,481535,473153
50.8,481535,473153
56.2,481535,473194
45.9,481535,473196
41.6,481535,473196
46.7,481535,473196
38.2,481535,473196
55.2,481535,473196
55.2,481535,473196
50.0,481535,473196
36.9,481535,473196
44.8,481535,473203
44.2,481535,473203
51.0,481535,473203
45.2,481535,473203
46.8,481535,473204
45.7,481535,473204
43.9,481535,473204
50.7,481535,473204
62.9,481535,473204
50.0,481535,473204
36.5,481535,473207
39.7,481535,473207
35.3,481535,473207
47.5,481535,473207
46.3,481535,473207
45.1,481535,473207
48.2,481535,473207
47.7,481535,473207
48.0,481535,473207
56.9,481535,473207
45.7,481535,473207
56.1,481535,473280
46.5,481535,473280
53.6,481535,473280
45.7,481535,473280
32.8,481535,473280
29.2,481535,473280
27.0,481535,473280
42.5,481535,473280
35.0,481535,473280
34.0,481535,473280
33.7,481535,473283
29.9,481535,473283
47.2,481535,473283
42.8,481535,473283
30.3,481535,473283
29.6,481535,473286
33.7,481535,473286
31.3,481535,473286
26.5,481535,473286
36.8,481535,473286
34.0,481535,473287
32.5,481535,473287
42.0,481535,473287
30.5,481535,473287
30.5,481535,473287
30.8,481535,473287
46.2,481535,473290
30.5,481535,473290
40.0,481535,473290
31.3,481535,473291
28.0,481535,473291
34.8,481535,473295
32.0,481535,473295
31.0,481535,473298
28.2,481535,473298
33.7,481535,473298
28.1,481535,473298
26.6,481535,473298
31.7,481535,473301
26.0,481535,473301
30.2,481535,473301
32.7,481535,473301
29.4,481535,473305
33.2,481535,473305
33.0,481535,473305
34.8,481535,473305
34.2,481535,473305
29.5,481535,473305
29.7,481535,473305
54.5,481535,473319
59.5,481535,473319
52.8,481535,473319
39.7,481535,473354
33.5,481535,473358
30.5,481535,473363
26.6,481535,473364
29.7,481535,473364
28.9,481535,473364
28.6,481535,473364
28.7,481535,473364
29.6,481535,473364
31.7,481535,473364
26.8,481535,473367
30.9,481535,473371
33.5,481535,473371
41.7,481535,473376
33.2,481535,473389
33.3,481535,473392
30.7,481535,473392
32.3,481535,473392
31.1,481535,473392
32.0,481535,473392
35.7,481535,473484
34.0,481535,473485
28.6,481535,473485
29.5,481535,473485
30.8,481535,473485
31.6,481535,473485
35.5,481535,473485
27.0,481535,473485
44.6,481535,473485
35.4,481535,473485
39.9,481535,473490
27.9,481535,473490
40.6,481535,473490
31.1,481535,473490
30.6,481535,473490
36.5,481535,473496
31.8,481535,473496
29.4,481535,473496
28.5,481535,473496
29.1,481535,473496
28.6,481535,473499
38.9,481535,473499
36.0,481535,473499
32.0,481535,473499
26.8,481535,473499
36.4,481535,473499
32.8,481535,473502
29.4,481535,473502
41.9,481535,473502
31.1,481535,473502
11.8,481535,473502
15.1,481535,473506
8.6,481535,473506
3.0,481535,473506
6.6,481535,473506
2.5,481535,473506
4.6,481535,473509
10.2,481535,473509
4.6,481535,473509
4.6,481535,473515
12.2,481535,473521
5.1,481535,473527
10.5,481535,473527
11.7,481535,473527
7.6,481535,473527
8.2,481535,473527
21.4,481535,473527
17.4,481535,473527
11.9,481535,473527
9.6,481535,473527
14.4,481535,473529
8.0,481535,473530
10.4,481535,473530
29.2,481535,473530
12.0,481535,473530
23.6,481535,473530
13.4,481535,473530
7.0,481535,473530
8.7,481535,473533
8.4,481535,473536
3.5,481535,473536
3.5,481535,473597
6.5,481535,473597
19.8,481535,473597
16.3,481535,473597
6.0,481535,473600
2.0,481535,473600
6.4,481535,473600
18.2,481535,473600
8.7,481535,473600
13.1,481535,473600
18.2,481535,473604
8.8,481535,473604
12.4,481535,473608
27.5,481535,473611
28.8,481535,473611
14.4,481535,473611
27.2,481540,473611
30.7,481540,473611
11.7,481540,473611
12.2,481540,473611
16.0,481540,473611
11.2,481540,473617
5.0,481540,473617
18.2,481540,473617
14.1,481540,473620
20.5,481540,473620
34.7,481540,473620
33.3,481540,473620
36.7,481540,473620
41.0,481540,473620
31.2,481540,473620
29.9,481540,473629
33.7,481540,473632
28.5,481540,473632
26.5,481540,473632
31.8,481540,473635
27.0,481540,473635
36.9,481540,473635
28.5,481540,473635
29.4,481540,473635
27.4,481540,473635
27.0,481540,473635
31.8,481540,473635
26.4,481540,473635
26.9,481540,473635
31.8,481540,473635
27.4,481540,473638
26.9,481540,473638
31.3,481540,473638
26.1,481540,473638
28.9,481540,473642
38.6,481540,473645
36.9,481540,473660
29.2,481540,473660
32.7,481540,473660
25.6,481540,473660
34.7,481540,473660
0.0,481972,481204
62.2,481972,481204
29.1,481972,481206
12.1,481972,481206
13.1,481972,481206
27.0,481972,481206
12.5,481972,481206
19.4,481972,481206
26.9,481972,481207
25.8,481972,481210
23.3,481972,481282
25.8,481972,481293
20.5,481972,481293
19.4,481972,481293
22.4,481972,481293
46.2,481972,481293
36.1,481972,481293
33.8,481972,481293
30.3,481972,481297
38.2,481972,481297
34.3,481972,481299
29.3,481972,481299
26.7,481972,481299
49.0,481972,481299
46.8,481972,481299
45.2,481972,481299
33.7,481972,481299
55.4,481972,481299
61.1,481972,481303
43.5,481972,481303
55.0,481972,481303
54.7,481972,481305
56.7,481972,481305
40.3,481972,481305
49.0,481972,481305
29.0,481972,481305
45.2,481972,481305
46.0,481972,481305
45.5,481972,481312
47.7,481972,481403
50.2,481972,481403
49.8,481972,481403
45.5,481972,481404
40.0,481972,481404
38.8,481972,481404
43.3,481972,481404
54.0,481972,481404
53.8,481972,481404
33.7,481972,481404
26.9,481972,481408
37.5,481972,481408
30.3,481972,481408
31.7,481972,481408
32.7,481972,481408
34.6,481972,481408
37.2,481972,481408
33.0,481972,481408
30.9,481972,481408
31.0,481972,481408
32.2,481972,481448
31.6,481972,481448
35.1,481972,481448
31.2,481972,481449
31.4,481972,481449
30.7,481972,481449
39.6,481972,481449
31.4,481972,481449
38.6,481972,481449
34.4,481972,481449
33.5,481972,481454
38.3,481972,481454
37.7,481972,481454
29.5,481972,481454
28.1,481972,481454
40.5,481972,481454
27.3,481972,481454
29.0,481972,481454
26.4,481972,481454
27.6,481972,481454
29.4,481972,481454
26.5,481972,481457
35.3,481972,481457
38.0,481972,481457
26.0,481972,481457
29.1,481972,481457
32.5,481972,481457
26.0,481972,481457
26.9,481972,481457
31.8,481972,481457
33.2,481972,481457
33.5,481972,481457
41.0,481972,481460
39.6,481972,481460
36.2,481972,481460
41.4,481972,481460
42.5,481972,481460
39.2,481972,481460
37.2,481972,481460
42.1,481972,481460
43.4,481972,481460
46.7,481972,481516
55.2,481972,481518
33.8,481972,481518
51.2,481972,481518
38.6,481972,481518
32.7,481972,481518
35.3,481972,481518
35.4,481972,481518
40.7,481972,481519
62.9,481972,481519
40.0,481972,481519
32.7,481972,481519
32.7,481972,481522
42.4,481972,481522
45.8,481972,481522
39.7,481972,481527
43.3,481972,481536
43.1,481972,481536
40.6,481972,481536
29.1,481972,481536
27.9,481972,481536
27.8,481972,481536
28.1,481972,481536
26.0,481972,481538
33.5,481972,481538
33.5,481972,481538
30.7,481972,481541
38.8,481972,481541
32.8,481972,481541
30.2,481972,481541
30.2,481972,481541
29.9,481972,481541
31.3,481972,481541
26.5,481972,481541
35.9,481972,481541
31.7,481972,481541
29.9,481972,481544
32.0,481972,481544
31.2,481972,481544
30.7,481972,481544
28.9,481972,481544
34.2,481972,481544
29.0,481972,481544
26.1,481972,481544
31.8,481972,481544
31.3,481972,481544
29.9,481972,481546
35.0,481972,481547
27.5,481972,481547
30.0,481972,481547
31.2,481972,481547
27.7,481972,481547
29.6,481972,481547
33.5,481972,481547
29.2,481972,481547
27.5,481972,481547
32.3,481972,481547
32.0,481972,481550
29.0,481972,481550
29.5,481972,481550
30.8,481972,481550
28.6,481972,481550
25.5,481972,481604
35.9,481972,481604
33.7,481972,481604
26.0,481972,481604
33.0,481972,481604
31.3,481972,481607
29.5,481972,481607
29.5,481972,481607
31.7,481972,481607
28.4,481972,481607
30.5,481972,481609
29.9,481972,481609
29.0,481972,481609
30.3,481972,481609
25.1,481972,481609
30.3,481972,481609
28.8,481972,481612
28.7,481972,481612
31.0,481972,481612
31.0,481972,481612
29.0,481972,481612
32.8,481972,481617
32.0,481972,481617
29.1,481972,481618
29.6,481972,481618
