cpu_percent,read_count,write_count
29.4,471595,459922
33.3,471595,459922
30.6,471595,459925
28.0,471595,459925
29.5,471595,459925
32.1,471595,459928
28.6,471595,459931
29.9,471595,459931
29.9,471604,459931
26.1,471604,459935
28.1,471604,459935
27.6,471604,459935
41.6,471604,459936
26.7,471604,459936
30.8,471604,459936
26.2,471604,459936
25.3,471604,459939
33.3,471604,459939
27.8,471604,459939
42.5,471604,459939
46.9,471604,459939
49.5,471604,459944
52.2,471604,459944
45.2,471604,459946
49.0,471604,459946
44.3,471604,459946
41.4,471604,459946
62.1,471604,459946
37.8,471604,459946
35.9,471604,459946
31.6,471604,459946
28.4,471604,459949
33.5,471604,459949
35.0,471604,460022
37.2,471604,460022
64.3,471604,460022
54.5,471604,460022
34.2,471604,460022
28.7,471604,460022
36.6,471604,460022
29.4,471604,460022
29.0,471604,460026
35.9,471604,460027
33.2,471604,460028
26.3,471604,460030
34.0,471604,460031
35.2,471606,460031
35.4,471606,460031
35.7,471606,460031
34.3,471606,460031
31.0,471606,460031
29.1,471606,460031
30.2,471606,460031
28.0,471606,460051
26.8,471606,460051
32.2,471606,460053
27.0,471606,460053
28.2,471606,460053
30.7,471606,460053
27.1,471606,460053
37.1,471607,460058
34.4,471607,460061
33.0,471607,460061
30.9,471607,460061
33.5,471607,460061
35.9,471607,460061
35.1,471607,460061
37.8,471607,460061
33.0,471607,460061
48.0,471607,460061
40.0,471607,460061
29.0,471607,460065
27.5,471607,460065
31.3,471607,460065
26.2,471607,460065
26.8,471607,460065
31.3,471607,460065
25.5,471607,460065
26.9,471607,460065
29.6,471607,460065
26.9,471607,460065
26.1,471607,460065
38.7,471607,460068
32.3,471607,460068
37.3,471607,460068
36.7,471607,460106
36.7,471607,460106
29.6,471607,460106
29.7,471607,460106
63.7,471607,460106
54.3,471607,460106
31.8,471607,460106
39.1,471607,460109
33.0,471607,460109
26.5,471607,460109
36.9,471607,460109
34.7,471607,460109
38.9,471607,460116
43.4,471607,460125
34.3,471607,460125
18.1,471607,460125
15.4,471607,460125
10.4,471607,460125
5.1,471607,460134
12.6,471607,460135
6.0,471607,460135
2.5,471607,460135
10.6,471607,460135
3.0,471607,460135
3.0,471607,460161
6.0,471607,460173
4.0,471607,460173
3.0,471607,460173
11.0,471607,460218
11.9,471607,460218
6.5,471607,460218
9.1,471607,460218
5.6,471607,460218
2.5,471607,460218
4.0,471607,460218
9.5,471607,460220
7.1,471607,460220
5.0,471607,460220
11.2,471607,460220
9.1,471607,460220
7.0,471607,460220
10.0,471607,460220
8.1,471607,460220
7.2,471607,460220
11.2,471607,460234
9.0,471607,460234
9.6,471607,460236
6.5,471607,460238
7.7,471607,460238
8.5,471607,460238
6.0,471607,460238
3.0,471607,460238
2.5,471607,460238
7.0,471607,460238
5.0,471607,460238
10.1,471607,460238
26.8,471607,460240
21.3,471607,460240
6.5,471607,460240
9.5,471607,460240
9.6,471607,460240
0.5,471607,460240
4.5,471607,460240
4.0,471607,460240
17.6,471607,460240
29.5,471607,460240
31.7,471607,460240
31.2,471607,460242
27.4,471607,460242
29.9,471607,460242
28.0,471607,460242
28.7,471607,460242
30.8,471607,460242
27.5,471607,460242
31.5,471607,460242
28.3,471607,460242
29.5,471607,460242
30.5,471607,460245
30.8,471607,460246
27.9,471607,460246
28.4,471607,460246
32.5,471607,460246
26.5,471607,460246
30.0,471607,460246
